"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 09:58:50 GMT 2023","Thu Apr 13 09:58:57 GMT 2023","6966","Test","test_cases","TestConduit","","","test_modification_of_existing_username",""
"passed","Thu Apr 13 09:58:35 GMT 2023","Thu Apr 13 09:58:48 GMT 2023","13498","Test","test_cases","TestConduit","","","test_import_datas_from_csv",""
"passed","Thu Apr 13 09:58:08 GMT 2023","Thu Apr 13 09:58:18 GMT 2023","9809","Test","test_cases","TestConduit","","","test_data_list",""
"passed","Thu Apr 13 09:58:58 GMT 2023","Thu Apr 13 09:59:09 GMT 2023","11060","Test","test_cases","TestConduit","","","test_delete_data",""
"passed","Thu Apr 13 09:58:26 GMT 2023","Thu Apr 13 09:58:33 GMT 2023","6902","Test","test_cases","TestConduit","","","test_new_article",""
"passed","Thu Apr 13 09:59:16 GMT 2023","Thu Apr 13 09:59:19 GMT 2023","3420","Test","test_cases","TestConduit","","","test_logout",""
"passed","Thu Apr 13 09:57:53 GMT 2023","Thu Apr 13 09:57:55 GMT 2023","2220","Test","test_cases","TestConduit","","","test_cookies",""
"passed","Thu Apr 13 09:57:57 GMT 2023","Thu Apr 13 09:58:02 GMT 2023","5440","Test","test_cases","TestConduit","","","test_registration",""
"passed","Thu Apr 13 09:58:20 GMT 2023","Thu Apr 13 09:58:25 GMT 2023","5450","Test","test_cases","TestConduit","","","test_all_pages",""
"passed","Thu Apr 13 09:59:10 GMT 2023","Thu Apr 13 09:59:14 GMT 2023","3682","Test","test_cases","TestConduit","","","test_save_data_to_csv",""
"passed","Thu Apr 13 09:58:04 GMT 2023","Thu Apr 13 09:58:07 GMT 2023","3351","Test","test_cases","TestConduit","","","test_login",""
