"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 10:06:27 GMT 2023","Thu Apr 13 10:06:33 GMT 2023","5349","Test","test_cases","TestConduit","","","test_all_pages",""
"passed","Thu Apr 13 10:06:16 GMT 2023","Thu Apr 13 10:06:26 GMT 2023","9667","Test","test_cases","TestConduit","","","test_data_list",""
"passed","Thu Apr 13 10:07:16 GMT 2023","Thu Apr 13 10:07:19 GMT 2023","3533","Test","test_cases","TestConduit","","","test_save_data_to_csv",""
"passed","Thu Apr 13 10:06:12 GMT 2023","Thu Apr 13 10:06:15 GMT 2023","3285","Test","test_cases","TestConduit","","","test_login",""
"passed","Thu Apr 13 10:07:04 GMT 2023","Thu Apr 13 10:07:14 GMT 2023","10852","Test","test_cases","TestConduit","","","test_delete_data",""
"passed","Thu Apr 13 10:06:55 GMT 2023","Thu Apr 13 10:07:02 GMT 2023","6816","Test","test_cases","TestConduit","","","test_modification_of_existing_username",""
"passed","Thu Apr 13 10:06:42 GMT 2023","Thu Apr 13 10:06:54 GMT 2023","12476","Test","test_cases","TestConduit","","","test_import_datas_from_csv",""
"passed","Thu Apr 13 10:06:05 GMT 2023","Thu Apr 13 10:06:11 GMT 2023","5366","Test","test_cases","TestConduit","","","test_registration",""
"passed","Thu Apr 13 10:07:20 GMT 2023","Thu Apr 13 10:07:24 GMT 2023","3297","Test","test_cases","TestConduit","","","test_logout",""
"passed","Thu Apr 13 10:06:34 GMT 2023","Thu Apr 13 10:06:41 GMT 2023","6731","Test","test_cases","TestConduit","","","test_new_article",""
"passed","Thu Apr 13 10:06:02 GMT 2023","Thu Apr 13 10:06:04 GMT 2023","2187","Test","test_cases","TestConduit","","","test_cookies",""
