"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 12 16:41:24 GMT 2023","Wed Apr 12 16:41:31 GMT 2023","6758","Test","test_cases","TestConduit","","","test_new_article",""
"passed","Wed Apr 12 16:41:06 GMT 2023","Wed Apr 12 16:41:16 GMT 2023","9710","Test","test_cases","TestConduit","","","test_data_list",""
"passed","Wed Apr 12 16:41:47 GMT 2023","Wed Apr 12 16:41:54 GMT 2023","6872","Test","test_cases","TestConduit","","","test_modification_of_existing_username",""
"passed","Wed Apr 12 16:40:54 GMT 2023","Wed Apr 12 16:40:56 GMT 2023","2196","Test","test_cases","TestConduit","","","test_cookies",""
"passed","Wed Apr 12 16:41:32 GMT 2023","Wed Apr 12 16:41:45 GMT 2023","12808","Test","test_cases","TestConduit","","","test_import_datas_from_csv",""
"passed","Wed Apr 12 16:41:55 GMT 2023","Wed Apr 12 16:42:04 GMT 2023","8897","Test","test_cases","TestConduit","","","test_delete_data",""
"passed","Wed Apr 12 16:41:04 GMT 2023","Wed Apr 12 16:41:05 GMT 2023","1259","Test","test_cases","TestConduit","","","test_login",""
"passed","Wed Apr 12 16:41:18 GMT 2023","Wed Apr 12 16:41:23 GMT 2023","5349","Test","test_cases","TestConduit","","","test_all_pages",""
"passed","Wed Apr 12 16:40:58 GMT 2023","Wed Apr 12 16:41:02 GMT 2023","4402","Test","test_cases","TestConduit","","","test_registration",""
"passed","Wed Apr 12 16:42:05 GMT 2023","Wed Apr 12 16:42:09 GMT 2023","3326","Test","test_cases","TestConduit","","","test_logout",""
