"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 16 12:04:18 GMT 2023","Sun Apr 16 12:04:42 GMT 2023","23760","Test","test_cases","TestConduit","","","test_delete_data",""
"passed","Sun Apr 16 12:03:29 GMT 2023","Sun Apr 16 12:03:32 GMT 2023","3288","Test","test_cases","TestConduit","","","test_login",""
"passed","Sun Apr 16 12:04:43 GMT 2023","Sun Apr 16 12:04:46 GMT 2023","3429","Test","test_cases","TestConduit","","","test_save_data_to_csv",""
"passed","Sun Apr 16 12:03:22 GMT 2023","Sun Apr 16 12:03:28 GMT 2023","5695","Test","test_cases","TestConduit","","","test_registration",""
"passed","Sun Apr 16 12:03:59 GMT 2023","Sun Apr 16 12:04:11 GMT 2023","12633","Test","test_cases","TestConduit","","","test_import_datas_from_csv",""
"passed","Sun Apr 16 12:04:47 GMT 2023","Sun Apr 16 12:04:51 GMT 2023","3299","Test","test_cases","TestConduit","","","test_logout",""
"passed","Sun Apr 16 12:03:33 GMT 2023","Sun Apr 16 12:03:43 GMT 2023","9667","Test","test_cases","TestConduit","","","test_data_list",""
"passed","Sun Apr 16 12:04:12 GMT 2023","Sun Apr 16 12:04:17 GMT 2023","4463","Test","test_cases","TestConduit","","","test_modification_of_existing_username",""
"passed","Sun Apr 16 12:03:51 GMT 2023","Sun Apr 16 12:03:57 GMT 2023","6734","Test","test_cases","TestConduit","","","test_new_article",""
"passed","Sun Apr 16 12:03:44 GMT 2023","Sun Apr 16 12:03:50 GMT 2023","5323","Test","test_cases","TestConduit","","","test_all_pages",""
"passed","Sun Apr 16 12:03:21 GMT 2023","Sun Apr 16 12:03:21 GMT 2023","289","Test","test_cases","TestConduit","","","test_cookies",""
