"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 08 19:24:51 GMT 2023","Sat Apr 08 19:24:53 GMT 2023","2184","Test","test_cases","TestConduit","","","test_cookies",""
"passed","Sat Apr 08 19:25:00 GMT 2023","Sat Apr 08 19:25:01 GMT 2023","1265","Test","test_cases","TestConduit","","","test_login",""
"passed","Sat Apr 08 19:25:02 GMT 2023","Sat Apr 08 19:25:12 GMT 2023","9683","Test","test_cases","TestConduit","","","test_data_list",""
"passed","Sat Apr 08 19:24:54 GMT 2023","Sat Apr 08 19:24:59 GMT 2023","4413","Test","test_cases","TestConduit","","","test_registration",""
