"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 12 16:52:28 GMT 2023","Wed Apr 12 16:52:37 GMT 2023","8860","Test","test_cases","TestConduit","","","test_delete_data",""
"passed","Wed Apr 12 16:52:06 GMT 2023","Wed Apr 12 16:52:19 GMT 2023","12990","Test","test_cases","TestConduit","","","test_import_datas_from_csv",""
"passed","Wed Apr 12 16:51:32 GMT 2023","Wed Apr 12 16:51:37 GMT 2023","4367","Test","test_cases","TestConduit","","","test_registration",""
"passed","Wed Apr 12 16:51:38 GMT 2023","Wed Apr 12 16:51:39 GMT 2023","1258","Test","test_cases","TestConduit","","","test_login",""
"passed","Wed Apr 12 16:52:20 GMT 2023","Wed Apr 12 16:52:27 GMT 2023","6831","Test","test_cases","TestConduit","","","test_modification_of_existing_username",""
"passed","Wed Apr 12 16:51:58 GMT 2023","Wed Apr 12 16:52:05 GMT 2023","6752","Test","test_cases","TestConduit","","","test_new_article",""
"passed","Wed Apr 12 16:51:29 GMT 2023","Wed Apr 12 16:51:31 GMT 2023","2183","Test","test_cases","TestConduit","","","test_cookies",""
"passed","Wed Apr 12 16:52:38 GMT 2023","Wed Apr 12 16:52:41 GMT 2023","3309","Test","test_cases","TestConduit","","","test_logout",""
"passed","Wed Apr 12 16:51:40 GMT 2023","Wed Apr 12 16:51:50 GMT 2023","9645","Test","test_cases","TestConduit","","","test_data_list",""
"passed","Wed Apr 12 16:51:51 GMT 2023","Wed Apr 12 16:51:57 GMT 2023","5333","Test","test_cases","TestConduit","","","test_all_pages",""
