"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 12 19:50:35 GMT 2023","Wed Apr 12 19:50:41 GMT 2023","6826","Test","test_cases","TestConduit","","","test_modification_of_existing_username",""
"passed","Wed Apr 12 19:50:53 GMT 2023","Wed Apr 12 19:50:56 GMT 2023","3444","Test","test_cases","TestConduit","","","test_save_data_to_csv",""
"passed","Wed Apr 12 19:49:47 GMT 2023","Wed Apr 12 19:49:51 GMT 2023","4687","Test","test_cases","TestConduit","","","test_registration",""
"passed","Wed Apr 12 19:49:53 GMT 2023","Wed Apr 12 19:49:54 GMT 2023","1267","Test","test_cases","TestConduit","","","test_login",""
"passed","Wed Apr 12 19:50:43 GMT 2023","Wed Apr 12 19:50:52 GMT 2023","8838","Test","test_cases","TestConduit","","","test_delete_data",""
"passed","Wed Apr 12 19:50:20 GMT 2023","Wed Apr 12 19:50:33 GMT 2023","13035","Test","test_cases","TestConduit","","","test_import_datas_from_csv",""
"passed","Wed Apr 12 19:50:12 GMT 2023","Wed Apr 12 19:50:19 GMT 2023","6733","Test","test_cases","TestConduit","","","test_new_article",""
"passed","Wed Apr 12 19:50:57 GMT 2023","Wed Apr 12 19:51:01 GMT 2023","3295","Test","test_cases","TestConduit","","","test_logout",""
"passed","Wed Apr 12 19:50:06 GMT 2023","Wed Apr 12 19:50:11 GMT 2023","5340","Test","test_cases","TestConduit","","","test_all_pages",""
"passed","Wed Apr 12 19:49:43 GMT 2023","Wed Apr 12 19:49:45 GMT 2023","2363","Test","test_cases","TestConduit","","","test_cookies",""
"passed","Wed Apr 12 19:49:55 GMT 2023","Wed Apr 12 19:50:05 GMT 2023","9694","Test","test_cases","TestConduit","","","test_data_list",""
