"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 14 19:08:50 GMT 2023","Fri Apr 14 19:08:55 GMT 2023","5320","Test","test_cases","TestConduit","","","test_all_pages",""
"passed","Fri Apr 14 19:08:35 GMT 2023","Fri Apr 14 19:08:38 GMT 2023","3309","Test","test_cases","TestConduit","","","test_login",""
"passed","Fri Apr 14 19:09:55 GMT 2023","Fri Apr 14 19:09:58 GMT 2023","3306","Test","test_cases","TestConduit","","","test_logout",""
"passed","Fri Apr 14 19:08:28 GMT 2023","Fri Apr 14 19:08:33 GMT 2023","5379","Test","test_cases","TestConduit","","","test_registration",""
"passed","Fri Apr 14 19:09:26 GMT 2023","Fri Apr 14 19:09:49 GMT 2023","23762","Test","test_cases","TestConduit","","","test_delete_data",""
"passed","Fri Apr 14 19:09:50 GMT 2023","Fri Apr 14 19:09:54 GMT 2023","3432","Test","test_cases","TestConduit","","","test_save_data_to_csv",""
"passed","Fri Apr 14 19:08:39 GMT 2023","Fri Apr 14 19:08:49 GMT 2023","9687","Test","test_cases","TestConduit","","","test_data_list",""
"passed","Fri Apr 14 19:08:27 GMT 2023","Fri Apr 14 19:08:27 GMT 2023","185","Test","test_cases","TestConduit","","","test_cookies",""
"passed","Fri Apr 14 19:09:04 GMT 2023","Fri Apr 14 19:09:18 GMT 2023","14005","Test","test_cases","TestConduit","","","test_import_datas_from_csv",""
"passed","Fri Apr 14 19:09:19 GMT 2023","Fri Apr 14 19:09:23 GMT 2023","4466","Test","test_cases","TestConduit","","","test_modification_of_existing_username",""
"passed","Fri Apr 14 19:08:56 GMT 2023","Fri Apr 14 19:09:03 GMT 2023","6733","Test","test_cases","TestConduit","","","test_new_article",""
