"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 16 10:01:51 GMT 2023","Sun Apr 16 10:01:54 GMT 2023","3405","Test","test_cases","TestConduit","","","test_save_data_to_csv",""
"passed","Sun Apr 16 10:00:58 GMT 2023","Sun Apr 16 10:01:05 GMT 2023","6680","Test","test_cases","TestConduit","","","test_new_article",""
"passed","Sun Apr 16 10:00:41 GMT 2023","Sun Apr 16 10:00:51 GMT 2023","9665","Test","test_cases","TestConduit","","","test_data_list",""
"passed","Sun Apr 16 10:00:30 GMT 2023","Sun Apr 16 10:00:36 GMT 2023","5497","Test","test_cases","TestConduit","","","test_registration",""
"passed","Sun Apr 16 10:01:06 GMT 2023","Sun Apr 16 10:01:19 GMT 2023","13301","Test","test_cases","TestConduit","","","test_import_datas_from_csv",""
"passed","Sun Apr 16 10:00:52 GMT 2023","Sun Apr 16 10:00:57 GMT 2023","5315","Test","test_cases","TestConduit","","","test_all_pages",""
"passed","Sun Apr 16 10:01:21 GMT 2023","Sun Apr 16 10:01:25 GMT 2023","4449","Test","test_cases","TestConduit","","","test_modification_of_existing_username",""
"passed","Sun Apr 16 10:00:37 GMT 2023","Sun Apr 16 10:00:40 GMT 2023","3273","Test","test_cases","TestConduit","","","test_login",""
"passed","Sun Apr 16 10:00:29 GMT 2023","Sun Apr 16 10:00:29 GMT 2023","313","Test","test_cases","TestConduit","","","test_cookies",""
"passed","Sun Apr 16 10:01:55 GMT 2023","Sun Apr 16 10:01:59 GMT 2023","3297","Test","test_cases","TestConduit","","","test_logout",""
"passed","Sun Apr 16 10:01:26 GMT 2023","Sun Apr 16 10:01:50 GMT 2023","23726","Test","test_cases","TestConduit","","","test_delete_data",""
