"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 16 11:55:03 GMT 2023","Sun Apr 16 11:55:09 GMT 2023","6763","Test","test_cases","TestConduit","","","test_new_article",""
"passed","Sun Apr 16 11:54:41 GMT 2023","Sun Apr 16 11:54:44 GMT 2023","3293","Test","test_cases","TestConduit","","","test_login",""
"passed","Sun Apr 16 11:54:35 GMT 2023","Sun Apr 16 11:54:40 GMT 2023","5379","Test","test_cases","TestConduit","","","test_registration",""
"passed","Sun Apr 16 11:54:45 GMT 2023","Sun Apr 16 11:54:55 GMT 2023","9716","Test","test_cases","TestConduit","","","test_data_list",""
"passed","Sun Apr 16 11:54:33 GMT 2023","Sun Apr 16 11:54:33 GMT 2023","179","Test","test_cases","TestConduit","","","test_cookies",""
"passed","Sun Apr 16 11:55:11 GMT 2023","Sun Apr 16 11:55:24 GMT 2023","13062","Test","test_cases","TestConduit","","","test_import_datas_from_csv",""
"passed","Sun Apr 16 11:56:00 GMT 2023","Sun Apr 16 11:56:03 GMT 2023","3327","Test","test_cases","TestConduit","","","test_logout",""
"passed","Sun Apr 16 11:54:56 GMT 2023","Sun Apr 16 11:55:02 GMT 2023","5348","Test","test_cases","TestConduit","","","test_all_pages",""
"passed","Sun Apr 16 11:55:25 GMT 2023","Sun Apr 16 11:55:29 GMT 2023","4489","Test","test_cases","TestConduit","","","test_modification_of_existing_username",""
"passed","Sun Apr 16 11:55:55 GMT 2023","Sun Apr 16 11:55:59 GMT 2023","3450","Test","test_cases","TestConduit","","","test_save_data_to_csv",""
"passed","Sun Apr 16 11:55:30 GMT 2023","Sun Apr 16 11:55:54 GMT 2023","23761","Test","test_cases","TestConduit","","","test_delete_data",""
