"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 07:42:47 GMT 2023","Thu Apr 13 07:42:53 GMT 2023","5615","Test","test_cases","TestConduit","","","test_registration",""
"passed","Thu Apr 13 07:43:40 GMT 2023","Thu Apr 13 07:43:47 GMT 2023","7040","Test","test_cases","TestConduit","","","test_modification_of_existing_username",""
"passed","Thu Apr 13 07:43:25 GMT 2023","Thu Apr 13 07:43:38 GMT 2023","13060","Test","test_cases","TestConduit","","","test_import_datas_from_csv",""
"passed","Thu Apr 13 07:42:59 GMT 2023","Thu Apr 13 07:43:09 GMT 2023","9853","Test","test_cases","TestConduit","","","test_data_list",""
"passed","Thu Apr 13 07:43:58 GMT 2023","Thu Apr 13 07:44:02 GMT 2023","3571","Test","test_cases","TestConduit","","","test_save_data_to_csv",""
"passed","Thu Apr 13 07:43:17 GMT 2023","Thu Apr 13 07:43:24 GMT 2023","6914","Test","test_cases","TestConduit","","","test_new_article",""
"passed","Thu Apr 13 07:43:10 GMT 2023","Thu Apr 13 07:43:16 GMT 2023","5458","Test","test_cases","TestConduit","","","test_all_pages",""
"passed","Thu Apr 13 07:43:48 GMT 2023","Thu Apr 13 07:43:57 GMT 2023","9052","Test","test_cases","TestConduit","","","test_delete_data",""
"passed","Thu Apr 13 07:42:43 GMT 2023","Thu Apr 13 07:42:46 GMT 2023","2347","Test","test_cases","TestConduit","","","test_cookies",""
"passed","Thu Apr 13 07:42:54 GMT 2023","Thu Apr 13 07:42:57 GMT 2023","3335","Test","test_cases","TestConduit","","","test_login",""
"passed","Thu Apr 13 07:44:03 GMT 2023","Thu Apr 13 07:44:07 GMT 2023","3392","Test","test_cases","TestConduit","","","test_logout",""
