"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 14 12:39:43 GMT 2023","Fri Apr 14 12:39:46 GMT 2023","3286","Test","test_cases","TestConduit","","","test_logout",""
"passed","Fri Apr 14 12:38:39 GMT 2023","Fri Apr 14 12:38:44 GMT 2023","5324","Test","test_cases","TestConduit","","","test_all_pages",""
"passed","Fri Apr 14 12:38:16 GMT 2023","Fri Apr 14 12:38:16 GMT 2023","263","Test","test_cases","TestConduit","","","test_cookies",""
"passed","Fri Apr 14 12:38:24 GMT 2023","Fri Apr 14 12:38:27 GMT 2023","3273","Test","test_cases","TestConduit","","","test_login",""
"passed","Fri Apr 14 12:38:46 GMT 2023","Fri Apr 14 12:38:52 GMT 2023","6693","Test","test_cases","TestConduit","","","test_new_article",""
"passed","Fri Apr 14 12:38:28 GMT 2023","Fri Apr 14 12:38:38 GMT 2023","9669","Test","test_cases","TestConduit","","","test_data_list",""
"passed","Fri Apr 14 12:39:08 GMT 2023","Fri Apr 14 12:39:12 GMT 2023","4444","Test","test_cases","TestConduit","","","test_modification_of_existing_username",""
"passed","Fri Apr 14 12:38:17 GMT 2023","Fri Apr 14 12:38:23 GMT 2023","5523","Test","test_cases","TestConduit","","","test_registration",""
"passed","Fri Apr 14 12:38:53 GMT 2023","Fri Apr 14 12:39:07 GMT 2023","13271","Test","test_cases","TestConduit","","","test_import_datas_from_csv",""
"passed","Fri Apr 14 12:39:38 GMT 2023","Fri Apr 14 12:39:42 GMT 2023","3408","Test","test_cases","TestConduit","","","test_save_data_to_csv",""
"passed","Fri Apr 14 12:39:13 GMT 2023","Fri Apr 14 12:39:37 GMT 2023","23691","Test","test_cases","TestConduit","","","test_delete_data",""
