"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 18 15:36:03 GMT 2023","Tue Apr 18 15:36:06 GMT 2023","3288","Test","test_cases","TestConduit","","","test_login",""
"passed","Tue Apr 18 15:36:45 GMT 2023","Tue Apr 18 15:36:50 GMT 2023","4461","Test","test_cases","TestConduit","","","test_modification_of_existing_username",""
"passed","Tue Apr 18 15:36:24 GMT 2023","Tue Apr 18 15:36:31 GMT 2023","6691","Test","test_cases","TestConduit","","","test_new_article",""
"passed","Tue Apr 18 15:36:07 GMT 2023","Tue Apr 18 15:36:17 GMT 2023","9676","Test","test_cases","TestConduit","","","test_data_list",""
"passed","Tue Apr 18 15:37:20 GMT 2023","Tue Apr 18 15:37:24 GMT 2023","3300","Test","test_cases","TestConduit","","","test_logout",""
"passed","Tue Apr 18 15:35:56 GMT 2023","Tue Apr 18 15:36:02 GMT 2023","5567","Test","test_cases","TestConduit","","","test_registration",""
"passed","Tue Apr 18 15:36:51 GMT 2023","Tue Apr 18 15:37:15 GMT 2023","23734","Test","test_cases","TestConduit","","","test_delete_data",""
"passed","Tue Apr 18 15:36:32 GMT 2023","Tue Apr 18 15:36:44 GMT 2023","12278","Test","test_cases","TestConduit","","","test_import_datas_from_csv",""
"passed","Tue Apr 18 15:36:18 GMT 2023","Tue Apr 18 15:36:23 GMT 2023","5305","Test","test_cases","TestConduit","","","test_all_pages",""
"passed","Tue Apr 18 15:37:16 GMT 2023","Tue Apr 18 15:37:19 GMT 2023","3437","Test","test_cases","TestConduit","","","test_save_data_to_csv",""
"passed","Tue Apr 18 15:35:55 GMT 2023","Tue Apr 18 15:35:55 GMT 2023","252","Test","test_cases","TestConduit","","","test_cookies",""
