"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 10 15:19:36 GMT 2023","Mon Apr 10 15:19:46 GMT 2023","9825","Test","test_cases","TestConduit","","","test_data_list",""
"passed","Mon Apr 10 15:19:33 GMT 2023","Mon Apr 10 15:19:34 GMT 2023","1332","Test","test_cases","TestConduit","","","test_login",""
"passed","Mon Apr 10 15:19:23 GMT 2023","Mon Apr 10 15:19:26 GMT 2023","2580","Test","test_cases","TestConduit","","","test_cookies",""
"passed","Mon Apr 10 15:19:27 GMT 2023","Mon Apr 10 15:19:32 GMT 2023","4955","Test","test_cases","TestConduit","","","test_registration",""
