"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Apr 12 19:45:18 GMT 2023","Wed Apr 12 19:45:20 GMT 2023","2405","Test","test_cases","TestConduit","","","test_registration",""
"passed","Wed Apr 12 19:45:22 GMT 2023","Wed Apr 12 19:45:23 GMT 2023","1327","Test","test_cases","TestConduit","","","test_login",""
"passed","Wed Apr 12 19:45:42 GMT 2023","Wed Apr 12 19:45:49 GMT 2023","6968","Test","test_cases","TestConduit","","","test_new_article",""
"passed","Wed Apr 12 19:46:05 GMT 2023","Wed Apr 12 19:46:12 GMT 2023","7073","Test","test_cases","TestConduit","","","test_modification_of_existing_username",""
"passed","Wed Apr 12 19:46:24 GMT 2023","Wed Apr 12 19:46:28 GMT 2023","3553","Test","test_cases","TestConduit","","","test_save_data_to_csv",""
"passed","Wed Apr 12 19:46:29 GMT 2023","Wed Apr 12 19:46:32 GMT 2023","3402","Test","test_cases","TestConduit","","","test_logout",""
"passed","Wed Apr 12 19:45:14 GMT 2023","Wed Apr 12 19:45:17 GMT 2023","2231","Test","test_cases","TestConduit","","","test_cookies",""
"passed","Wed Apr 12 19:45:24 GMT 2023","Wed Apr 12 19:45:34 GMT 2023","9885","Test","test_cases","TestConduit","","","test_data_list",""
"passed","Wed Apr 12 19:45:51 GMT 2023","Wed Apr 12 19:46:04 GMT 2023","12953","Test","test_cases","TestConduit","","","test_import_datas_from_csv",""
"passed","Wed Apr 12 19:46:13 GMT 2023","Wed Apr 12 19:46:23 GMT 2023","9190","Test","test_cases","TestConduit","","","test_delete_data",""
"passed","Wed Apr 12 19:45:36 GMT 2023","Wed Apr 12 19:45:41 GMT 2023","5442","Test","test_cases","TestConduit","","","test_all_pages",""
